BMSid,MESSAGE,Module,Type,_Parent_ Class,Name,Detailed changes,Changed by,Change date
6336,CatalogueItemNotification,lightingDeviceModule,ATTRIBUTE,LightBulbInformation,minimumColourTemperature/@temperatureMeasurementUnitCode,3.1.15 Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6337,CatalogueItemNotification,lightingDeviceModule,ATTRIBUTE,LightBulbInformation,maximumColourTemperature,3.1.15 Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6338,CatalogueItemNotification,lightingDeviceModule,ATTRIBUTE,LightBulbInformation,maximumColourTemperature/@temperatureMeasurementUnitCode,3.1.15 Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6339,CatalogueItemNotification,NutritionalInformationModule,ATTRIBUTE,NutritionalClaimDetail,claimMarkedOnPackage,3.1.15 Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6340,CatalogueItemNotification,SalesInformationModule,CLASS,TargetMarketSalesConditions,salesConditionTargetMarketCountry,3.1.15 Added new class,Maryam Mirza,2020-11-23 00:00:00
6341,CatalogueItemNotification,SalesInformationModule,ATTRIBUTE,salesConditionTargetMarketCountry,countryCode,3.1.15 Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6342,CatalogueItemNotification,SalesInformationModule,ATTRIBUTE,salesConditionTargetMarketCountry,countrySubdivisionCode,3.1.15 Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6343,CatalogueItemNotification,SalesInformationModule,ATTRIBUTE,salesConditionTargetMarketCountry,endAvailabilityDateTime,3.1.15 Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6344,CatalogueItemNotification,SalesInformationModule,ATTRIBUTE,salesConditionTargetMarketCountry,startAvailabilityDateTime,3.1.15 Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6345,CatalogueItemNotification,MedicalDeviceTradeItemModule,ATTRIBUTE,MedicalDeviceInformation,annexXVIintendedPurposeTypeCode,3.1.15 Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6346,CatalogueItemNotification,MedicalDeviceTradeItemModule,ATTRIBUTE,MedicalDeviceInformation,hasDeviceMeasuringFunction,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6347,CatalogueItemNotification,MedicalDeviceTradeItemModule,ATTRIBUTE,MedicalDeviceInformation,isActiveDevice,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6348,CatalogueItemNotification,MedicalDeviceTradeItemModule,ATTRIBUTE,MedicalDeviceInformation,isDeviceReagent,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6349,CatalogueItemNotification,MedicalDeviceTradeItemModule,ATTRIBUTE,MedicalDeviceInformation,isDeviceCompanionDiagnostic,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6350,CatalogueItemNotification,MedicalDeviceTradeItemModule,ATTRIBUTE,MedicalDeviceInformation,isDeviceDesignedForProfessionalTesting,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6351,CatalogueItemNotification,MedicalDeviceTradeItemModule,ATTRIBUTE,MedicalDeviceInformation,isDeviceInstrument,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6352,CatalogueItemNotification,MedicalDeviceTradeItemModule,ATTRIBUTE,MedicalDeviceInformation,isDeviceIntendedToAdministerOrRemoveMedicinalProduct,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6353,CatalogueItemNotification,MedicalDeviceTradeItemModule,ATTRIBUTE,MedicalDeviceInformation,isDeviceMedicinalProduct,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6354,CatalogueItemNotification,MedicalDeviceTradeItemModule,ATTRIBUTE,MedicalDeviceInformation,isDeviceNearPatientTesting,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6355,CatalogueItemNotification,MedicalDeviceTradeItemModule,ATTRIBUTE,MedicalDeviceInformation,isDevicePatientSelfTesting,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6356,CatalogueItemNotification,MedicalDeviceTradeItemModule,ATTRIBUTE,MedicalDeviceInformation,isDeviceExemptFromImplantObligations,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6357,CatalogueItemNotification,MedicalDeviceTradeItemModule,ATTRIBUTE,MedicalDeviceInformation,isNewDevice,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6358,CatalogueItemNotification,MedicalDeviceTradeItemModule,ATTRIBUTE,MedicalDeviceInformation,isReprocessedSingleUseDevice,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6359,CatalogueItemNotification,MedicalDeviceTradeItemModule,ATTRIBUTE,MedicalDeviceInformation,isReusableSurgicalInstrument,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6360,CatalogueItemNotification,MedicalDeviceTradeItemModule,ATTRIBUTE,MedicalDeviceInformation,multiComponentDeviceTypeCode,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6361,CatalogueItemNotification,MedicalDeviceTradeItemModule,ATTRIBUTE,MedicalDeviceInformation,specialDeviceTypeCode,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6362,CatalogueItemNotification,MedicalDeviceTradeItemModule,ATTRIBUTE,MedicalDeviceInformation,systemOrProcedurePackTypeCode,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6363,CatalogueItemNotification,MedicalDeviceTradeItemModule,ATTRIBUTE,MedicalDeviceInformation,eUMedicalDeviceStatusCode,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6364,CatalogueItemNotification,MedicalDeviceTradeItemModule,ATTRIBUTE,MedicalDeviceInformation,uDIProductionIdentifierTypeCode,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6365,CatalogueItemNotification,MedicalDeviceTradeItemModule,ATTRIBUTE,MedicalDeviceInformation,systemOrProcedurePackMedicalPurposeDescription,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6366,CatalogueItemNotification,MedicalDeviceTradeItemModule,ATTRIBUTE,MedicalDeviceInformation,systemOrProcedurePackMedicalPurposeDescription/@languageCode,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6367,CatalogueItemNotification,MedicalDeviceTradeItemModule,CLASS,MedicalDeviceInformation,MedicalDeviceSubStatusInformation,3.1.15 Added new class,Maryam Mirza,2020-11-23 00:00:00
6368,CatalogueItemNotification,MedicalDeviceTradeItemModule,ATTRIBUTE,MedicalDeviceSubStatusInformation,deviceSubStatusEndDateTime,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6369,CatalogueItemNotification,MedicalDeviceTradeItemModule,ATTRIBUTE,MedicalDeviceSubStatusInformation,deviceSubStatusStartDateTime,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6370,CatalogueItemNotification,MedicalDeviceTradeItemModule,ATTRIBUTE,MedicalDeviceSubStatusInformation,eUMedicalDeviceSubStatusCode,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6371,CatalogueItemNotification,MedicalDeviceTradeItemModule,ATTRIBUTE,MedicalDeviceSubStatusInformation,recallScopeTypeCode,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6372,CatalogueItemNotification,MedicalDeviceTradeItemModule,ATTRIBUTE,MedicalDeviceSubStatusInformation,recallPrecision,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6373,CatalogueItemNotification,MedicalDeviceTradeItemModule,ATTRIBUTE,MedicalDeviceInformation,recallPrecision/@languageCode,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6374,CatalogueItemNotification,HealthcareItemInformationModule,CLASS,HealthcareItemInformation,ClinicalStorageHandlingInformation,3.1.15 Added new class,Maryam Mirza,2020-11-23 00:00:00
6375,CatalogueItemNotification,HealthcareItemInformationModule,ATTRIBUTE,ClinicalStorageHandlingInformation,clinicalStorageHandlingDescription,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6376,CatalogueItemNotification,HealthcareItemInformationModule,ATTRIBUTE,ClinicalStorageHandlingInformation,clinicalStorageHandlingDescription/@languageCode,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6377,CatalogueItemNotification,HealthcareItemInformationModule,ATTRIBUTE,ClinicalStorageHandlingInformation,clinicalStorageHandlingTypeCode,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6378,CatalogueItemNotification,HealthcareItemInformationModule,ATTRIBUTE,ClinicalSize,clinicalSizeMeasurementPrecisionCode,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6379,CatalogueItemNotification,HealthcareItemInformationModule,ATTRIBUTE,ClinicalSize,clinicalSizeValueMaximum,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6380,CatalogueItemNotification,HealthcareItemInformationModule,ATTRIBUTE,ClinicalSize,clinicalSizeValueMaximum/@MeasurementUnitCode,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6381,CatalogueItemNotification,HealthcareItemInformationModule,ATTRIBUTE,ClinicalWarning,warningsOrContraIndicationDescription,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6382,CatalogueItemNotification,HealthcareItemInformationModule,ATTRIBUTE,ClinicalWarning,warningsOrContraIndicationDescription/@languageCode,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6383,CatalogueItemNotification,HealthcareItemInformationModule,ATTRIBUTE,HealthcareItemInformation,doesTradeItemContainMicrobialSubstance,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6384,CatalogueItemNotification,HealthcareItemInformationModule,ATTRIBUTE,HealthcareItemInformation,doesTradeItemContainAnimalTissue,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6385,CatalogueItemNotification,ChemicalRegulationInformationModule,ATTRIBUTE,RegulatedChemical,carcinogenicMutagenicReprotoxicTypeCode,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6386,CatalogueItemNotification,ChemicalRegulationInformationModule,ATTRIBUTE,RegulatedChemical,regulatedChemicalTypeCode,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6387,CatalogueItemNotification,CertificationInformationModule,ATTRIBUTE,Certification,certificationExecutionCountryCode,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6388,CatalogueItemNotification,,ATTRIBUTE,StructuredAddress,complementAddress,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6389,CatalogueItemNotification,,ATTRIBUTE,StructuredAddress,poBox,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6390,CatalogueItemNotification,,ATTRIBUTE,StructuredAddress,streetNumber,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6391,CatalogueItemNotification,,CLASS,TradeItem,globalModelInformation,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6392,CatalogueItemNotification,,ATTRIBUTE,avpList,compoundStringAVP,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6393,CatalogueItemNotification,,ATTRIBUTE,avpList,compoundStringAVP/@attributeName,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6394,CatalogueItemNotification,,ATTRIBUTE,avpList,compoundStringAVP/@attributeCode,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6395,CatalogueItemNotification,,ATTRIBUTE,avpList,compoundStringAVP/@codeListNameCode,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6396,CatalogueItemNotification,,ATTRIBUTE,avpList,compoundStringAVP/@codeListVersion,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6397,CatalogueItemNotification,,ATTRIBUTE,avpList,stringAVP,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6398,CatalogueItemNotification,,ATTRIBUTE,avpList,stringAVP/@attributeName,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6399,CatalogueItemNotification,,ATTRIBUTE,GlobalModelInformation,globalModelNumber,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6400,CatalogueItemNotification,,ATTRIBUTE,GlobalModelInformation,globalModelDescription,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6401,CatalogueItemNotification,,ATTRIBUTE,GlobalModelInformation,globalModelDescription/@languageCode ,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6402,CatalogueItemNotification,,CLASS,GlobalModelInformation,GlobalModelRegulatoryInformation,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6403,CatalogueItemNotification,,ATTRIBUTE,GlobalModelRegulatoryInformation,globalModelRegulatoryAct,3.1.15 Added new class,Maryam Mirza,2020-11-23 00:00:00
6404,CatalogueItemNotification,,CLASS,GlobalModelRegulatoryInformation,GlobalModelRegulatoryActCountry,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6405,CatalogueItemNotification,,ATTRIBUTE,GlobalModelRegulatoryActCountry,countryCode,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6406,CatalogueItemNotification,,ATTRIBUTE,GlobalModelRegulatoryActCountry,countrySubdivisionCode,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6407,CatalogueItemNotification,,CLASS,GlobalModelInformation,GlobalModelContactInformation,3.1.15 Added new class,Maryam Mirza,2020-11-23 00:00:00
6408,CatalogueItemNotification,,ATTRIBUTE,GlobalModelContactInformation,contactTypeCode,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6409,CatalogueItemNotification,,ATTRIBUTE,GlobalModelContactInformation,personName,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6410,CatalogueItemNotification,,ATTRIBUTE,GlobalModelContactInformation,departmentName,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6411,CatalogueItemNotification,,ATTRIBUTE,GlobalModelContactInformation,jobTitle,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6412,CatalogueItemNotification,,ATTRIBUTE,GlobalModelContactInformation,responsibility,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6413,CatalogueItemNotification,,ATTRIBUTE,GlobalModelContactInformation,responsibility/@languageCode,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6414,CatalogueItemNotification,,CLASS,GlobalModelContactInformation,CommunicationChannel,3.1.15 Added new class,Maryam Mirza,2020-11-23 00:00:00
6415,CatalogueItemNotification,,ATTRIBUTE,CommunicationChannel,communicationChannelCode,3.1.15 Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6416,CatalogueItemNotification,,ATTRIBUTE,CommunicationChannel,communicationValue,3.1.15 Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6417,CatalogueItemNotification,,ATTRIBUTE,CommunicationChannel,communicationChannelName,3.1.15 Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6418,CatalogueItemNotification,,ATTRIBUTE,CommunicationChannel,communicationChannelCode/@codeListAgencyName,3.1.15 Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6419,CatalogueItemNotification,,ATTRIBUTE,CommunicationChannel,isCommunicationChannelPreferred,3.1.15 Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6420,CatalogueItemNotification,,CLASS,GlobalModelContactInformation,AfterHoursCommunicationChannel,3.1.15 Added new class,Maryam Mirza,2020-11-23 00:00:00
6421,CatalogueItemNotification,,ATTRIBUTE,AfterHoursCommunicationChannel,communicationChannelCode,3.1.15 Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6422,CatalogueItemNotification,,ATTRIBUTE,AfterHoursCommunicationChannel,communicationValue,3.1.15 Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6423,CatalogueItemNotification,,ATTRIBUTE,AfterHoursCommunicationChannel,communicationChannelName,3.1.15 Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6424,CatalogueItemNotification,,ATTRIBUTE,AfterHoursCommunicationChannel,communicationChannelCode/@codeListAgencyName,3.1.15 Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6425,CatalogueItemNotification,,ATTRIBUTE,AfterHoursCommunicationChannel,isCommunicationChannelPreferred,3.1.15 Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6426,CatalogueItemNotification,,CLASS,IngredientPlaceOfActivity,CountryOfOrigin,3.1.15 Added new class,Maryam Mirza,2020-11-23 00:00:00
6427,CatalogueItemNotification,,ATTRIBUTE,CountryOfActivity,countryCode,3.1.15 added attribute to update ingredientStatement,Maryam Mirza,2020-11-23 00:00:00
6428,CatalogueItemNotification,,ATTRIBUTE,SalesConditionTargetMarketCountry,countrySubdivisionCode,3.1.15 added attribute to update ingredientStatement,Maryam Mirza,2020-11-23 00:00:00
6429,CatalogueItemNotification,FoodAndBeverageIngredientModule,ATTRIBUTE,FoodAndBeverageIngredientModule,ingredientStatement/@codeListVersion,3.1.15 added attribute to update ingredientStatement,Maryam Mirza,2020-11-23 00:00:00
6430,CatalogueItemNotification,FoodAndBeverageIngredientModule,ATTRIBUTE,FoodAndBeverageIngredientModule,ingredientStatement/@formattingPattern,3.1.15 added attribute to update ingredientStatement,Maryam Mirza,2020-11-23 00:00:00
6431,CatalogueItemNotification,FoodAndBeverageIngredientModule,ATTRIBUTE,FoodAndBeverageIngredientModule,ingredientStatement/@sequenceNumber,3.1.15 added attribute to update ingredientStatement,Maryam Mirza,2020-11-23 00:00:00
6432,CatalogueItemNotification,,CLASS,HealthRelatedInformation,NutritionalProgram,3.1.15: Added new class to the HealthRelatedInformationModule ,Maryam Mirza,2020-11-23 00:00:00
6433,CatalogueItemNotification,,CLASS,NutritionalProgram,NutritionalProgramIngredients,3.1.15: Added new class to the HealthRelatedInformationModule ,Maryam Mirza,2020-11-23 00:00:00
6434,CatalogueItemNotification,,ATTRIBUTE,StructuredAddress,complementAddress,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6435,CatalogueItemNotification,,ATTRIBUTE,StructuredAddress,complementAddress,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6436,RegistryPartyDataDump,,ATTRIBUTE,StructuredAddress,complementAddress,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6437,SearchResult,,ATTRIBUTE,StructuredAddress,complementAddress,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6438,BasicPartyRegistration,,ATTRIBUTE,StructuredAddress,complementAddress,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6439,CatalogueItemNotification,,ATTRIBUTE,StructuredAddress,complementAddress,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6440,CatalogueItemNotification,,ATTRIBUTE,StructuredAddress,complementAddress,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6441,CatalogueItemNotification,,ATTRIBUTE,StructuredAddress,complementAddress,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6442,CatalogueItemNotification,FoodAndBeverageIngredientModule,ATTRIBUTE,StructuredAddress,complementAddress,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6443,CatalogueItemAuthorisation,,ATTRIBUTE,StructuredAddress,complementAddress,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6444,CatalogueItemAuthorisation,,ATTRIBUTE,StructuredAddress,complementAddress,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6445,CatalogueItemAuthorisation,,ATTRIBUTE,StructuredAddress,complementAddress,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6446,CatalogueItemAuthorisation,,ATTRIBUTE,StructuredAddress,complementAddress,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6447,CatalogueItemAuthorisationResponse,,ATTRIBUTE,StructuredAddress,complementAddress,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6448,CatalogueItemAuthorisationResponse,,ATTRIBUTE,StructuredAddress,complementAddress,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6449,CatalogueItemAuthorisationResponse,,ATTRIBUTE,StructuredAddress,complementAddress,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6450,CatalogueItemAuthorisationResponse,,ATTRIBUTE,StructuredAddress,complementAddress,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6451,CatalogueItemNotification,,ATTRIBUTE,BrandOwner,languageSpecificPartyName,3.1.15: Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6452,CatalogueItemNotification,,ATTRIBUTE,TradeItem,languageSpecificPartyName,3.1.15: Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6453,CatalogueItemNotification,,ATTRIBUTE,TradeItem,languageSpecificPartyName,3.1.15: Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6454,CatalogueItemNotification,,ATTRIBUTE,PartyInrole,languageSpecificPartyName,3.1.15: Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6455,CatalogueItemNotification,FoodAndBeverageIngredientModule,ATTRIBUTE,IngredientParty,languageSpecificPartyName,3.1.15: Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6456,RegistryPartyDataDump,,ATTRIBUTE,PartyInrole,languageSpecificPartyName,3.1.15: Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6457,SearchResult,,ATTRIBUTE,PartyInrole,languageSpecificPartyName,3.1.15: Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6458,BasicPartyRegistration,,ATTRIBUTE,PartyInrole,languageSpecificPartyName,3.1.15: Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6459,CatalogueItemAuthorisation,,ATTRIBUTE,Sender,languageSpecificPartyName,3.1.15: Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6460,CatalogueItemAuthorisation,,ATTRIBUTE,Receiver,languageSpecificPartyName,3.1.15: Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6461,CatalogueItemAuthorisation,,ATTRIBUTE,BusinessLocation,languageSpecificPartyName,3.1.15: Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6462,CatalogueItemAuthorisation,,ATTRIBUTE,BusinessLocation,languageSpecificPartyName,3.1.15: Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6463,CatalogueItemAuthorisationResponse,,ATTRIBUTE,Sender,languageSpecificPartyName,3.1.15: Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6464,CatalogueItemAuthorisationResponse,,ATTRIBUTE,Receiver,languageSpecificPartyName,3.1.15: Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6465,CatalogueItemAuthorisationResponse,,ATTRIBUTE,BusinessLocation,languageSpecificPartyName,3.1.15: Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6466,CatalogueItemAuthorisationResponse,,ATTRIBUTE,BusinessLocation,languageSpecificPartyName,3.1.15: Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6467,CatalogueItemNotification,,ATTRIBUTE,BrandOwner,languageSpecificPartyName/@languageCode,3.1.15: Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6468,CatalogueItemNotification,,ATTRIBUTE,TradeItem,languageSpecificPartyName/@languageCode,3.1.15: Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6469,CatalogueItemNotification,,ATTRIBUTE,TradeItem,languageSpecificPartyName/@languageCode,3.1.15: Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6470,CatalogueItemNotification,,ATTRIBUTE,PartyInrole,languageSpecificPartyName/@languageCode,3.1.15: Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6471,CatalogueItemNotification,FoodAndBeverageIngredientModule,ATTRIBUTE,IngredientParty,languageSpecificPartyName/@languageCode,3.1.15: Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6472,RegistryPartyDataDump,,ATTRIBUTE,PartyInrole,languageSpecificPartyName/@languageCode,3.1.15: Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6473,SearchResult,,ATTRIBUTE,PartyInrole,languageSpecificPartyName/@languageCode,3.1.15: Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6474,BasicPartyRegistration,,ATTRIBUTE,PartyInrole,languageSpecificPartyName/@languageCode,3.1.15: Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6475,CatalogueItemAuthorisation,,ATTRIBUTE,Sender,languageSpecificPartyName/@languageCode,3.1.15: Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6476,CatalogueItemAuthorisation,,ATTRIBUTE,Receiver,languageSpecificPartyName/@languageCode,3.1.15: Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6477,CatalogueItemAuthorisation,,ATTRIBUTE,BusinessLocation,languageSpecificPartyName/@languageCode,3.1.15: Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6478,CatalogueItemAuthorisation,,ATTRIBUTE,BusinessLocation,languageSpecificPartyName/@languageCode,3.1.15: Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6479,CatalogueItemAuthorisationResponse,,ATTRIBUTE,Sender,languageSpecificPartyName/@languageCode,3.1.15: Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6480,CatalogueItemAuthorisationResponse,,ATTRIBUTE,Receiver,languageSpecificPartyName/@languageCode,3.1.15: Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6481,CatalogueItemAuthorisationResponse,,ATTRIBUTE,BusinessLocation,languageSpecificPartyName/@languageCode,3.1.15: Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6482,CatalogueItemAuthorisationResponse,,ATTRIBUTE,BusinessLocation,languageSpecificPartyName/@languageCode,3.1.15: Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6483,CatalogueItemNotification,MedicalDeviceTradeItemModule,ATTRIBUTE,MedicalDeviceSubStatusInformation,recallPrecision/@languageCode,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6484,CatalogueItemNotification,HealthcareItemInformationModule,ATTRIBUTE,ClinicalStorageHandlingInformation,clinicalStorageHandlingDescription/@languageCode,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6485,CatalogueItemNotification,HealthcareItemInformationModule,ATTRIBUTE,ClinicalWarning,warningsOrContraIndicationDescription/@languageCode,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6486,CatalogueItemNotification,,ATTRIBUTE,GlobalModelInformation,globalModelDescription/@languageCode,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6072,CatalogueItemNotification,TransportationHazardousClassificationModule,ATTRIBUTE,HazardousInformationDetail,dangerousGoodsShippingName/@languagecode,"Errata -  Changed DataType back from LanguageCode to string as per UML Model, changed cardinality back from 1..1 to 0..1, removed CL 139",Maryam Mirza,2020-11-23 00:00:00
6137,CatalogueItemNotification,tradeItemDescriptionModule,ATTRIBUTE,TradeItemDescriptionInformation,tradeItemFormDescription/@languageCode,"Errata -  Changed DataType back from LanguageCode to string as per UML Model, changed cardinality back from 1..1 to 0..1, removed CL 139",Maryam Mirza,2020-11-23 00:00:00
6487,RegistryPartyDataDump,,ATTRIBUTE,CommunicationChannel,isCommunicationChannelPreferred,Errata - Added missing attribute,Maryam Mirza,2020-11-23 00:00:00
